regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	dataSource
Centre-Val_de_Loire	Centre-Val de Loire	2020-05-14		456		1509		https://www.santepubliquefrance.fr/
Centre_County,_Pennsylvania	Centre County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	4	126		1473	https://www.health.pa.gov/
Cerritos,_California	Cerritos, California	2020-05-13	2020-05-13T03:00:00+0000		78			http://publichealth.lacounty.gov/
Cerro_Gordo_County,_Iowa	Cerro Gordo County, Iowa	2020-05-13		0	14			https://idph.iowa.gov/
Ceuta	Ceuta	2020-05-13	2020-05-13T12:22:51	4	114	156		https://www.mscbs.gob.es/
Chad	Chad	2020-05-13	2020-05-13T11:43:24	40	357			https://www.ecdc.europa.eu/
Chaffee_County,_Colorado	Chaffee County, Colorado	2020-05-13		17	69			https://covid19.colorado.gov/
Chambers_County,_Alabama	Chambers County, Alabama	2020-05-13		22	324		1364	https://covid19.alabama.gov/
Chambers_County,_Texas	Chambers County, Texas	2020-05-13		0	50	42		https://www.dshs.state.tx.us/
Champaign_County,_Illinois	Champaign County, Illinois	2020-05-13		6	318			http://www.dph.illinois.gov/
Champaign_County,_Ohio	Champaign County, Ohio	2020-05-13	2020-05-13T18:00:00	2	21			https://coronavirus.ohio.gov/
Chamusca	Chamusca	2020-05-14	2020-05-13T23:00:00		9			https://covid19.min-saude.pt/
Chandigarh	Chandigarh	2020-05-14	2020-05-13T08:00:00	3	187	28		https://www.mohfw.gov.in/
Chariton_County,_Missouri	Chariton County, Missouri	2020-05-13		0	6			https://health.mo.gov/
Charlemont,_Massachusetts	Charlemont, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Charles_City_County,_Virginia	Charles City County, Virginia	2020-05-13	2020-05-13T13:00:00	1	21			http://www.vdh.virginia.gov/
Charles_County,_Maryland	Charles County, Maryland	2020-05-13		56	778			https://coronavirus.maryland.gov/
Charles_Mix_County,_South_Dakota	Charles Mix County, South Dakota	2020-05-13	2020-05-13T10:30:47		6	5	138	https://doh.sd.gov/
Charleston_County,_South_Carolina	Charleston County, South Carolina	2020-05-13		10	491			https://www.scdhec.gov/
Charlestown,_Rhode_Island	Charlestown, Rhode Island	2020-05-13	2020-05-13T00:00:00		17			https://health.ri.gov/
Charlevoix_County,_Michigan	Charlevoix County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	1	13			https://www.michigan.gov/
Charlotte_County,_Florida	Charlotte County, Florida	2020-05-13		37	350		3666	https://floridahealthcovid19.gov/
Charlotte_County,_Virginia	Charlotte County, Virginia	2020-05-13	2020-05-13T13:00:00		11			http://www.vdh.virginia.gov/
Charlottesville,_Virginia	Charlottesville, Virginia	2020-05-13	2020-05-13T13:00:00	2	68			http://www.vdh.virginia.gov/
Charlton,_Massachusetts	Charlton, Massachusetts	2020-05-13	2020-05-13T20:00:00		51			https://www.mass.gov/
Charlton_County,_Georgia	Charlton County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	1	19			https://dph.georgia.gov/
Chase_County,_Kansas	Chase County, Kansas	2020-05-13	2020-05-13T16:00:00		3			https://www.coronavirus.kdheks.gov
Chase_County,_Nebraska	Chase County, Nebraska	2020-05-13			0		3	http://dhhs.ne.gov/
Chatham,_Massachusetts	Chatham, Massachusetts	2020-05-13	2020-05-13T20:00:00		12			https://www.mass.gov/
Chatham_County,_Georgia	Chatham County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	14	337			https://dph.georgia.gov/
Chatham_County,_North_Carolina	Chatham County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	11	468			https://www.ncdhhs.gov/
Chattahoochee_County,_Georgia	Chattahoochee County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	0	16			https://dph.georgia.gov/
Chattooga_County,_Georgia	Chattooga County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	2	16			https://dph.georgia.gov/
Chautauqua_County,_Kansas	Chautauqua County, Kansas	2020-05-13	2020-05-13T16:00:00		4			https://www.coronavirus.kdheks.gov
Chautauqua_County,_New_York	Chautauqua County, New York	2020-05-13	2020-05-13T14:00:00	2	43		1916	https://coronavirus.health.ny.gov/
Chaves,_Portugal	Chaves, Portugal	2020-05-14	2020-05-13T23:00:00		26			https://covid19.min-saude.pt/
Chaves_County,_New_Mexico	Chaves County, New Mexico	2020-05-13		2	30			https://cv.nmhealth.org
Cheatham_County,_Tennessee	Cheatham County, Tennessee	2020-05-13	2020-05-13T19:00:00		78	35		https://www.tn.gov/
Cheboygan_County,_Michigan	Cheboygan County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	1	19			https://www.michigan.gov/
Chechnya	Chechnya	2020-05-14	2020-05-13T07:35:00+0000	9	841	474		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Chelan_County,_Washington	Chelan County, Washington	2020-05-13		6	153			https://coronavirus.wa.gov/
Chelmsford,_Massachusetts	Chelmsford, Massachusetts	2020-05-13	2020-05-13T20:00:00		291			https://www.mass.gov/
Chelsea,_Massachusetts	Chelsea, Massachusetts	2020-05-13	2020-05-13T20:00:00		2412			https://www.mass.gov/
Chelyabinsk_Oblast	Chelyabinsk Oblast	2020-05-14	2020-05-13T07:35:00+0000	4	1263	311		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Chemung_County,_New_York	Chemung County, New York	2020-05-13	2020-05-13T14:00:00	2	132		3112	https://coronavirus.health.ny.gov/
Chenango_County,_New_York	Chenango County, New York	2020-05-13	2020-05-13T14:00:00	3	112		1713	https://coronavirus.health.ny.gov/
Cherokee_County,_Alabama	Cherokee County, Alabama	2020-05-13		0	24		447	https://covid19.alabama.gov/
Cherokee_County,_Georgia	Cherokee County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	21	656			https://dph.georgia.gov/
Cherokee_County,_Iowa	Cherokee County, Iowa	2020-05-13		0	6			https://idph.iowa.gov/
Cherokee_County,_Kansas	Cherokee County, Kansas	2020-05-13	2020-05-13T16:00:00		8			https://www.coronavirus.kdheks.gov
Cherokee_County,_North_Carolina	Cherokee County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	1	18			https://www.ncdhhs.gov/
Cherokee_County,_Oklahoma	Cherokee County, Oklahoma	2020-05-13	2020-05-13T00:00:00	1	29	23		https://coronavirus.health.ok.gov/
Cherokee_County,_South_Carolina	Cherokee County, South Carolina	2020-05-13		0	22			https://www.scdhec.gov/
Cherokee_County,_Texas	Cherokee County, Texas	2020-05-13		1	27	12		https://www.dshs.state.tx.us/
Cherry_County,_Nebraska	Cherry County, Nebraska	2020-05-13			1		5	http://dhhs.ne.gov/
Chesapeake,_Virginia	Chesapeake, Virginia	2020-05-13	2020-05-13T13:00:00	9	354			http://www.vdh.virginia.gov/
Cheshire,_Massachusetts	Cheshire, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Cheshire_County,_New_Hampshire	Cheshire County, New Hampshire	2020-05-13	2020-05-13T13:00:00+0000		45			https://www.nh.gov/
Cheshire_West_and_Chester	Cheshire West and Chester	2020-05-14	2020-05-13T15:22:47		943			https://www.gov.uk/
Chester,_Massachusetts	Chester, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Chester_County,_Pennsylvania	Chester County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	197	1955		9465	https://www.health.pa.gov/
Chester_County,_South_Carolina	Chester County, South Carolina	2020-05-13		0	39			https://www.scdhec.gov/
Chester_County,_Tennessee	Chester County, Tennessee	2020-05-13	2020-05-13T19:00:00		12	10		https://www.tn.gov/
Chesterfield,_Massachusetts	Chesterfield, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Chesterfield_County,_South_Carolina	Chesterfield County, South Carolina	2020-05-13		1	85			https://www.scdhec.gov/
Chesterfield_County,_Virginia	Chesterfield County, Virginia	2020-05-13	2020-05-13T13:00:00	29	862			http://www.vdh.virginia.gov/
Cheyenne_County,_Colorado	Cheyenne County, Colorado	2020-05-13			4			https://covid19.colorado.gov/
Cheyenne_County,_Kansas	Cheyenne County, Kansas	2020-05-13	2020-05-13T16:00:00		2			https://www.coronavirus.kdheks.gov
Cheyenne_County,_Nebraska	Cheyenne County, Nebraska	2020-05-13			8		26	http://dhhs.ne.gov/
Chhattisgarh	Chhattisgarh	2020-05-14	2020-05-13T08:00:00	0	59	54		https://www.mohfw.gov.in/
Chicago	Chicago	2020-05-13		1493	33074			http://www.dph.illinois.gov/
Chickasaw_County,_Iowa	Chickasaw County, Iowa	2020-05-13		0	7			https://idph.iowa.gov/
Chickasaw_County,_Mississippi	Chickasaw County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	10	95			https://msdh.ms.gov/
Chicopee,_Massachusetts	Chicopee, Massachusetts	2020-05-13	2020-05-13T20:00:00		332			https://www.mass.gov/
Chicot_County,_Arkansas	Chicot County, Arkansas	2020-05-13		0	10	9	156	https://www.healthy.arkansas.gov/
Childress_County,_Texas	Childress County, Texas	2020-05-13		0	2	1		https://www.dshs.state.tx.us/
Chile	Chile	2020-05-14	2020-05-13T04:00:00+0000	346	34381	14865	313750	https://www.minsal.cl/
Chilmark,_Massachusetts	Chilmark, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Chilton_County,_Alabama	Chilton County, Alabama	2020-05-13		1	73		903	https://covid19.alabama.gov/
China	China	2020-05-13		4644	84458	78189		https://www.who.int/
Chippewa_County,_Michigan	Chippewa County, Michigan	2020-05-13	2020-05-13T19:00:00+0000		2			https://www.michigan.gov/
Chippewa_County,_Minnesota	Chippewa County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	26			https://www.health.state.mn.us/
Chippewa_County,_Wisconsin	Chippewa County, Wisconsin	2020-05-13	2020-05-13T06:00:00		31			https://www.dhs.wisconsin.gov/
Chisago_County,_Minnesota	Chisago County, Minnesota	2020-05-13	2020-05-13T00:00:00	1	25			https://www.health.state.mn.us/
Chittenden_County,_Vermont	Chittenden County, Vermont	2020-05-13		37	432			https://www.healthvermont.gov/
Choctaw_County,_Alabama	Choctaw County, Alabama	2020-05-13		2	72		255	https://covid19.alabama.gov/
Choctaw_County,_Mississippi	Choctaw County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	2	17			https://msdh.ms.gov/
Choctaw_County,_Oklahoma	Choctaw County, Oklahoma	2020-05-13	2020-05-13T00:00:00		3	1		https://coronavirus.health.ok.gov/
Chowan_County,_North_Carolina	Chowan County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	0	12			https://www.ncdhhs.gov/
Christian_County,_Illinois	Christian County, Illinois	2020-05-13		4	30			http://www.dph.illinois.gov/
Christian_County,_Kentucky	Christian County, Kentucky	2020-05-13		3	95			https://govstatus.egov.com/
Christian_County,_Missouri	Christian County, Missouri	2020-05-13		0	21			https://health.mo.gov/
Chukotka_Autonomous_Okrug	Chukotka Autonomous Okrug	2020-05-14	2020-05-13T07:35:00+0000	0	35	15		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Churchill_County,_Nevada	Churchill County, Nevada	2020-05-13	2020-05-12T00:00:00	1	6	2	302	http://www.churchillcounty.org/
Chuvashia	Chuvashia	2020-05-14	2020-05-13T07:35:00+0000	8	1360	334		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Cibola_County,_New_Mexico	Cibola County, New Mexico	2020-05-13		4	93			https://cv.nmhealth.org
Cimarron_County,_Oklahoma	Cimarron County, Oklahoma	2020-05-13	2020-05-13T00:00:00		1	1		https://coronavirus.health.ok.gov/
Citrus_County,_Florida	Citrus County, Florida	2020-05-13		11	109		2292	https://floridahealthcovid19.gov/
City_of_Bradford	City of Bradford	2020-05-14	2020-05-13T15:22:47		1128			https://www.gov.uk/
City_of_Leeds	City of Leeds	2020-05-14	2020-05-13T15:22:47		1662			https://www.gov.uk/
City_of_London	City of London	2020-05-14	2020-05-13T15:22:47		16			https://www.gov.uk/
City_of_Salford	City of Salford	2020-05-14	2020-05-13T15:22:47		877			https://www.gov.uk/
City_of_Sunderland	City of Sunderland	2020-05-14	2020-05-13T15:22:47		1332			https://www.gov.uk/
City_of_Wakefield	City of Wakefield	2020-05-14	2020-05-13T15:22:47		647			https://www.gov.uk/
City_of_Westminster	City of Westminster	2020-05-14	2020-05-13T15:22:47		641			https://www.gov.uk/
Clackamas_County,_Oregon	Clackamas County, Oregon	2020-05-13	2020-05-13T15:00:00+0000	9	274		7971	https://govstatus.egov.com/OR-OHA-COVID-19
Claiborne_County,_Mississippi	Claiborne County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	0	41			https://msdh.ms.gov/
Claiborne_County,_Tennessee	Claiborne County, Tennessee	2020-05-13	2020-05-13T19:00:00		7	5		https://www.tn.gov/
Claiborne_Parish,_Louisiana	Claiborne Parish, Louisiana	2020-05-13		10	59			http://ldh.la.gov/
Clallam_County,_Washington	Clallam County, Washington	2020-05-13		0	19			https://coronavirus.wa.gov/
Clare_County,_Michigan	Clare County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	2	12			https://www.michigan.gov/
Claremont,_California	Claremont, California	2020-05-13	2020-05-13T03:00:00+0000		30			http://publichealth.lacounty.gov/
Clarendon_County,_South_Carolina	Clarendon County, South Carolina	2020-05-13		29	266			https://www.scdhec.gov/
Clarion_County,_Pennsylvania	Clarion County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	1	24		589	https://www.health.pa.gov/
Clark_County,_Arkansas	Clark County, Arkansas	2020-05-13		0	35	31	630	https://www.healthy.arkansas.gov/
Clark_County,_Idaho	Clark County, Idaho	2020-05-13	2020-05-13T17:00:00					https://coronavirus.idaho.gov/
Clark_County,_Illinois	Clark County, Illinois	2020-05-13		0	8			http://www.dph.illinois.gov/
Clark_County,_Indiana	Clark County, Indiana	2020-05-13	2020-05-13T12:00:00	27	394		2371	https://coronavirus.in.gov/
Clark_County,_Kansas	Clark County, Kansas	2020-05-13	2020-05-13T16:00:00		19			https://www.coronavirus.kdheks.gov
Clark_County,_Kentucky	Clark County, Kentucky	2020-05-13		0	20			https://govstatus.egov.com/
Clark_County,_Missouri	Clark County, Missouri	2020-05-13		0	1			https://health.mo.gov/
Clark_County,_Nevada	Clark County, Nevada	2020-05-13	2020-05-11T00:00:00	267	4869	4133		https://www.southernnevadahealthdistrict.org/
Clark_County,_Ohio	Clark County, Ohio	2020-05-13	2020-05-13T18:00:00	3	114			https://coronavirus.ohio.gov/
Clark_County,_South_Dakota	Clark County, South Dakota	2020-05-13	2020-05-13T10:30:47		3	1	73	https://doh.sd.gov/
Clark_County,_Washington	Clark County, Washington	2020-05-13		22	377			https://coronavirus.wa.gov/
Clark_County,_Wisconsin	Clark County, Wisconsin	2020-05-13	2020-05-13T06:00:00	4	24			https://www.dhs.wisconsin.gov/
Clarke_County,_Alabama	Clarke County, Alabama	2020-05-13		1	65		640	https://covid19.alabama.gov/
Clarke_County,_Georgia	Clarke County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	13	190			https://dph.georgia.gov/
Clarke_County,_Iowa	Clarke County, Iowa	2020-05-13		0	9			https://idph.iowa.gov/
Clarke_County,_Mississippi	Clarke County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	9	90			https://msdh.ms.gov/
Clarke_County,_Virginia	Clarke County, Virginia	2020-05-13	2020-05-13T13:00:00		16			http://www.vdh.virginia.gov/
Clarksburg,_Massachusetts	Clarksburg, Massachusetts	2020-05-13	2020-05-13T20:00:00		7			https://www.mass.gov/
Clatsop_County,_Oregon	Clatsop County, Oregon	2020-05-13	2020-05-13T15:00:00+0000	0	37		995	https://govstatus.egov.com/OR-OHA-COVID-19
Clay_County,_Alabama	Clay County, Alabama	2020-05-13		1	27		363	https://covid19.alabama.gov/
Clay_County,_Arkansas	Clay County, Arkansas	2020-05-13		0	3	3	370	https://www.healthy.arkansas.gov/
Clay_County,_Florida	Clay County, Florida	2020-05-13		22	303		5302	https://floridahealthcovid19.gov/
Clay_County,_Georgia	Clay County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	3	26			https://dph.georgia.gov/
Clay_County,_Illinois	Clay County, Illinois	2020-05-13		0	2			http://www.dph.illinois.gov/
Clay_County,_Indiana	Clay County, Indiana	2020-05-13	2020-05-13T12:00:00	1	24		356	https://coronavirus.in.gov/
Clay_County,_Iowa	Clay County, Iowa	2020-05-13		0	9			https://idph.iowa.gov/
Clay_County,_Kansas	Clay County, Kansas	2020-05-13	2020-05-13T16:00:00		4			https://www.coronavirus.kdheks.gov
Clay_County,_Kentucky	Clay County, Kentucky	2020-05-13		0	2			https://govstatus.egov.com/
Clay_County,_Minnesota	Clay County, Minnesota	2020-05-13	2020-05-13T00:00:00	17	256			https://www.health.state.mn.us/
Clay_County,_Mississippi	Clay County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	3	72			https://msdh.ms.gov/
Clay_County,_Missouri	Clay County, Missouri	2020-05-13		1	102			https://health.mo.gov/
Clay_County,_Nebraska	Clay County, Nebraska	2020-05-13			13		18	http://dhhs.ne.gov/
Clay_County,_North_Carolina	Clay County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	0	5			https://www.ncdhhs.gov/
Clay_County,_South_Dakota	Clay County, South Dakota	2020-05-13	2020-05-13T10:30:47		11	7	215	https://doh.sd.gov/
Clay_County,_Tennessee	Clay County, Tennessee	2020-05-13	2020-05-13T19:00:00		6	5		https://www.tn.gov/
Clay_County,_Texas	Clay County, Texas	2020-05-13		0	3	3		https://www.dshs.state.tx.us/
Clay_County,_West_Virginia	Clay County, West Virginia	2020-05-13	2020-05-13T17:00:00		2			https://dhhr.wv.gov/
Clayton_County,_Georgia	Clayton County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	35	957			https://dph.georgia.gov/
Clayton_County,_Iowa	Clayton County, Iowa	2020-05-13		3	28			https://idph.iowa.gov/
Clear_Creek_County,_Colorado	Clear Creek County, Colorado	2020-05-13		1	15			https://covid19.colorado.gov/
Clearfield_County,_Pennsylvania	Clearfield County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	0	31		712	https://www.health.pa.gov/
Clearwater_County,_Idaho	Clearwater County, Idaho	2020-05-13	2020-05-13T17:00:00					https://coronavirus.idaho.gov/
Clearwater_County,_Minnesota	Clearwater County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	2			https://www.health.state.mn.us/
Cleburne_County,_Alabama	Cleburne County, Alabama	2020-05-13		1	13		146	https://covid19.alabama.gov/
Cleburne_County,_Arkansas	Cleburne County, Arkansas	2020-05-13		4	72	68	509	https://www.healthy.arkansas.gov/
Clermont_County,_Ohio	Clermont County, Ohio	2020-05-13	2020-05-13T18:00:00	3	129			https://coronavirus.ohio.gov/
Cleveland_County,_Arkansas	Cleveland County, Arkansas	2020-05-13		0	15	13	242	https://www.healthy.arkansas.gov/
Cleveland_County,_North_Carolina	Cleveland County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	2	51			https://www.ncdhhs.gov/
Cleveland_County,_Oklahoma	Cleveland County, Oklahoma	2020-05-13	2020-05-13T00:00:00	33	458	376		https://coronavirus.health.ok.gov/
Clinch_County,_Georgia	Clinch County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	0	36			https://dph.georgia.gov/
Clinton,_Massachusetts	Clinton, Massachusetts	2020-05-13	2020-05-13T20:00:00		153			https://www.mass.gov/
Clinton_County,_Illinois	Clinton County, Illinois	2020-05-13		13	142			http://www.dph.illinois.gov/
Clinton_County,_Indiana	Clinton County, Indiana	2020-05-13	2020-05-13T12:00:00	1	111		786	https://coronavirus.in.gov/
Clinton_County,_Iowa	Clinton County, Iowa	2020-05-13		1	58			https://idph.iowa.gov/
Clinton_County,_Kentucky	Clinton County, Kentucky	2020-05-13		0	3			https://govstatus.egov.com/
Clinton_County,_Michigan	Clinton County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	10	127			https://www.michigan.gov/
Clinton_County,_Missouri	Clinton County, Missouri	2020-05-13		0	14			https://health.mo.gov/
Clinton_County,_New_York	Clinton County, New York	2020-05-13	2020-05-13T14:00:00	4	78		1235	https://coronavirus.health.ny.gov/
Clinton_County,_Ohio	Clinton County, Ohio	2020-05-13	2020-05-13T18:00:00		36			https://coronavirus.ohio.gov/
Clinton_County,_Pennsylvania	Clinton County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	0	41		411	https://www.health.pa.gov/
Cloud_County,_Kansas	Cloud County, Kansas	2020-05-13	2020-05-13T16:00:00		4			https://www.coronavirus.kdheks.gov
Coahoma_County,_Mississippi	Coahoma County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	3	72			https://msdh.ms.gov/
Cobb_County,_Georgia	Cobb County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	127	2284			https://dph.georgia.gov/
Cochise_County,_Arizona	Cochise County, Arizona	2020-05-13	2020-05-13T00:00:00		43		1889	https://azdhs.gov/
Cochran_County,_Texas	Cochran County, Texas	2020-05-13		0	1	1		https://www.dshs.state.tx.us/
Cocke_County,_Tennessee	Cocke County, Tennessee	2020-05-13	2020-05-13T19:00:00		19	16		https://www.tn.gov/
Coconino_County,_Arizona	Coconino County, Arizona	2020-05-13	2020-05-13T00:00:00	58	772		3268	https://azdhs.gov/
Codington_County,_South_Dakota	Codington County, South Dakota	2020-05-13	2020-05-13T10:30:47		16	15	603	https://doh.sd.gov/
Coffee_County,_Alabama	Coffee County, Alabama	2020-05-13		1	158		1192	https://covid19.alabama.gov/
Coffee_County,_Georgia	Coffee County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	11	187			https://dph.georgia.gov/
Coffee_County,_Tennessee	Coffee County, Tennessee	2020-05-13	2020-05-13T19:00:00		56	32		https://www.tn.gov/
Coffey_County,_Kansas	Coffey County, Kansas	2020-05-13	2020-05-13T16:00:00		50			https://www.coronavirus.kdheks.gov
Cohasset,_Massachusetts	Cohasset, Massachusetts	2020-05-13	2020-05-13T20:00:00		21			https://www.mass.gov/
Coimbra	Coimbra	2020-05-14	2020-05-13T23:00:00		561			https://covid19.min-saude.pt/
Coke_County,_Texas	Coke County, Texas	2020-05-13		0	1	0		https://www.dshs.state.tx.us/
Colbert_County,_Alabama	Colbert County, Alabama	2020-05-13		2	74		1563	https://covid19.alabama.gov/
Cole_County,_Missouri	Cole County, Missouri	2020-05-13		1	55			https://health.mo.gov/
Coleman_County,_Texas	Coleman County, Texas	2020-05-13		0	2	0		https://www.dshs.state.tx.us/
Coles_County,_Illinois	Coles County, Illinois	2020-05-13		2	62			http://www.dph.illinois.gov/
Colfax_County,_Nebraska	Colfax County, Nebraska	2020-05-13			446		217	http://dhhs.ne.gov/
Colfax_County,_New_Mexico	Colfax County, New Mexico	2020-05-13		0	5			https://cv.nmhealth.org
Colleton_County,_South_Carolina	Colleton County, South Carolina	2020-05-13		4	33			https://www.scdhec.gov/
Collier_County,_Florida	Collier County, Florida	2020-05-13		34	864		8673	https://floridahealthcovid19.gov/
Collin_County,_Texas	Collin County, Texas	2020-05-13		29	963	623		https://www.dshs.state.tx.us/
Collingsworth_County,_Texas	Collingsworth County, Texas	2020-05-13		0	4	0		https://www.dshs.state.tx.us/
Colombia	Colombia	2020-05-13	2020-05-13T17:30:00	509	12930	3133	165738	https://www.ins.gov.co/
Colonial_Heights,_Virginia	Colonial Heights, Virginia	2020-05-13	2020-05-13T13:00:00	7	71			http://www.vdh.virginia.gov/
Colorado	Colorado	2020-05-13		1062	20475		112505	https://covid19.colorado.gov/
Colorado_County,_Texas	Colorado County, Texas	2020-05-13		0	18	9		https://www.dshs.state.tx.us/
Colquitt_County,_Georgia	Colquitt County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	11	229			https://dph.georgia.gov/
Colrain,_Massachusetts	Colrain, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Columbia_County,_Arkansas	Columbia County, Arkansas	2020-05-13		2	15	9	261	https://www.healthy.arkansas.gov/
Columbia_County,_Florida	Columbia County, Florida	2020-05-13		2	107		1803	https://floridahealthcovid19.gov/
Columbia_County,_Georgia	Columbia County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	6	192			https://dph.georgia.gov/
Columbia_County,_New_York	Columbia County, New York	2020-05-13	2020-05-13T14:00:00	31	318		2392	https://coronavirus.health.ny.gov/
Columbia_County,_Oregon	Columbia County, Oregon	2020-05-13	2020-05-13T15:00:00+0000	0	16		1035	https://govstatus.egov.com/OR-OHA-COVID-19
Columbia_County,_Pennsylvania	Columbia County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	28	330		1245	https://www.health.pa.gov/
Columbia_County,_Washington	Columbia County, Washington	2020-05-13		0	1			https://coronavirus.wa.gov/
Columbia_County,_Wisconsin	Columbia County, Wisconsin	2020-05-13	2020-05-13T06:00:00	1	34			https://www.dhs.wisconsin.gov/
Columbiana_County,_Ohio	Columbiana County, Ohio	2020-05-13	2020-05-13T18:00:00	39	354			https://coronavirus.ohio.gov/
Columbus_County,_North_Carolina	Columbus County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	17	216			https://www.ncdhhs.gov/
Colusa_County,_California	Colusa County, California	2020-05-13	2020-05-13T08:45:00		3			https://www.countyofcolusa.org/
Comal_County,_Texas	Comal County, Texas	2020-05-13		6	68	55		https://www.dshs.state.tx.us/
Comanche_County,_Oklahoma	Comanche County, Oklahoma	2020-05-13	2020-05-13T00:00:00	2	184	86		https://coronavirus.health.ok.gov/
Comanche_County,_Texas	Comanche County, Texas	2020-05-13		1	3	3		https://www.dshs.state.tx.us/
Commerce,_California	Commerce, California	2020-05-13	2020-05-13T03:00:00+0000		22			http://publichealth.lacounty.gov/
Community_of_Madrid	Community of Madrid	2020-05-13	2020-05-13T12:22:51	8760	65269	39984		https://www.mscbs.gob.es/
Comoros	Comoros	2020-05-13	2020-05-13T11:43:24	1	11			https://www.ecdc.europa.eu/
Compton,_California	Compton, California	2020-05-13	2020-05-13T03:00:00+0000		313			http://publichealth.lacounty.gov/
Concho_County,_Texas	Concho County, Texas	2020-05-13		0	1	1		https://www.dshs.state.tx.us/
Concord,_Massachusetts	Concord, Massachusetts	2020-05-13	2020-05-13T20:00:00		152			https://www.mass.gov/
Concordia_Parish,_Louisiana	Concordia Parish, Louisiana	2020-05-13		4	51			http://ldh.la.gov/
Condeixa-a-Nova	Condeixa-a-Nova	2020-05-14	2020-05-13T23:00:00		143			https://covid19.min-saude.pt/
Conecuh_County,_Alabama	Conecuh County, Alabama	2020-05-13		0	16		212	https://covid19.alabama.gov/
Conejos_County,_Colorado	Conejos County, Colorado	2020-05-13			1			https://covid19.colorado.gov/
Connecticut	Connecticut	2020-05-13	2020-05-13T15:00:00	3125	34855		142943	https://portal.ct.gov/
Contra_Costa_County,_California	Contra Costa County, California	2020-05-13	2020-05-13T11:30:00	33	1080	910	19707	https://www.coronavirus.cchealth.org/
Converse_County,_Wyoming	Converse County, Wyoming	2020-05-13	2020-05-13T06:00:00+0000		14			https://health.wyo.gov/
Conway,_Massachusetts	Conway, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Conway_County,_Arkansas	Conway County, Arkansas	2020-05-13		1	14	12	411	https://www.healthy.arkansas.gov/
Cook_County,_Georgia	Cook County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	3	32			https://dph.georgia.gov/
Cook_County,_Illinois	Cook County, Illinois	2020-05-13		1096	23332			http://www.dph.illinois.gov/
Cook_County,_Minnesota	Cook County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	0			https://www.health.state.mn.us/
Cooke_County,_Texas	Cooke County, Texas	2020-05-13		0	13	3		https://www.dshs.state.tx.us/
